categoria;nombre_categoria;agrupacion;nombre_agrupacion;lista;nombre_lista
001002035000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar;135;JUNTOS POR EL CAMBIO;001002035000000.135.A.001002035000000.135;Costa, Leandro
001002035000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar;137;CONSENSO FEDERAL;001002035000000.137.A.001002035000000.137;Choffi Ricardo Fabian
001002036000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria;02-1911;FRENTE NOS;001002036000000.02-1911.A.001002036000000.02-1911;Sepulveda Pedro David
001002036000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria;02-503;FRENTE DE TODOS;001002036000000.02-503.A.001002036000000.02-503;Fernando Gray
001002036000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002036000000.133.A.001002036000000.133;Cordoba Ayelen Elisa
001002036000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria;135;JUNTOS POR EL CAMBIO;001002036000000.135.A.001002036000000.135;Van Tooren, Evert Ignacio
001002036000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. Echeverria;137;CONSENSO FEDERAL;001002036000000.137.A.001002036000000.137;Prieto Facundo Hernan
001002037000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. de La Cruz;02-503;FRENTE DE TODOS;001002037000000.02-503.A.001002037000000.02-503;Nanni, Diego Eduardo
001002037000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. de La Cruz;135;JUNTOS POR EL CAMBIO;001002037000000.135.A.001002037000000.135;Sancho Eiras, Raul Alejandro
001002037000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido E. de La Cruz;137;CONSENSO FEDERAL;001002037000000.137.A.001002037000000.137;Alvarez Alfredo Roberto *Freddy*
001002038000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela;02-1911;FRENTE NOS;001002038000000.02-1911.A.001002038000000.02-1911;Garcia, Edgar Rafael
001002038000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela;02-503;FRENTE DE TODOS;001002038000000.02-503.A.001002038000000.02-503;Watson Andres Guilermo
001002038000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002038000000.133.A.001002038000000.133;Pazos Norberto
001002038000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela;135;JUNTOS POR EL CAMBIO;001002038000000.135.A.001002038000000.135;Alaniz, Pablo
001002038000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Fcio. Varela;137;CONSENSO FEDERAL;001002038000000.137.A.001002038000000.137;Kanashiro Mario Hiroshi
001002039000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Alvarado;02-1911;FRENTE NOS;001002039000000.02-1911.A.001002039000000.02-1911;Barone, Aldo Javier
001002039000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Alvarado;02-503;FRENTE DE TODOS;001002039000000.02-503.A.001002039000000.02-503;Sebastian Ianantuony
001002039000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Alvarado;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002039000000.133.A.001002039000000.133;Capobianco Pablo Nicolás
001002039000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Alvarado;135;JUNTOS POR EL CAMBIO;001002039000000.135.A.001002039000000.135;Barberini Hernan Fabian
001002039000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Alvarado;137;CONSENSO FEDERAL;001002039000000.137.A.001002039000000.137;Pereyro Ricardo Javier
001002040000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido General Alvear;02-503;FRENTE DE TODOS;001002040000000.02-503.A.001002040000000.02-503;Sivero, Aldo Ruben
001002040000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido General Alvear;135;JUNTOS POR EL CAMBIO;001002040000000.135.A.001002040000000.135;Capra, Ramon Jose *Tito*
001002041000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Arenales;02-503;FRENTE DE TODOS;001002041000000.02-503.A.001002041000000.02-503;Miranda, Emir Alejandro
001002041000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Arenales;135;JUNTOS POR EL CAMBIO;001002041000000.135.A.001002041000000.135;Revilla, Erica Silvana
001002042000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Belgrano;02-503;FRENTE DE TODOS;001002042000000.02-503.A.001002042000000.02-503;Duarte Mariana Beatriz
001002042000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Belgrano;135;JUNTOS POR EL CAMBIO;001002042000000.135.A.001002042000000.135;Dinapoli, Osvaldo Mario
001002042000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Belgrano;137;CONSENSO FEDERAL;001002042000000.137.A.001002042000000.137;Cherubino Adolfo Domingo
001002043000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Guido;02-503;FRENTE DE TODOS;001002043000000.02-503.A.001002043000000.02-503;Rocha Carlos Humberto
001002043000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Guido;135;JUNTOS POR EL CAMBIO;001002043000000.135.A.001002043000000.135;Arias Walter Jesus
001002044000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Lamadrid;02-503;FRENTE DE TODOS;001002044000000.02-503.A.001002044000000.02-503;Caballero Silvia Ines
001002044000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Lamadrid;135;JUNTOS POR EL CAMBIO;001002044000000.135.A.001002044000000.135;Randazzo Martin
001002045000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Las Heras;02-503;FRENTE DE TODOS;001002045000000.02-503.A.001002045000000.02-503;Osuna, Carlos Javier
001002045000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Las Heras;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002045000000.133.A.001002045000000.133;Diaz Ruben Dario
001002045000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Las Heras;135;JUNTOS POR EL CAMBIO;001002045000000.135.A.001002045000000.135;Valerga, Adrian Pablo
001002045000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Las Heras;137;CONSENSO FEDERAL;001002045000000.137.A.001002045000000.137;Baraldi Fernando Luis
001002046000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Lavalle;02-503;FRENTE DE TODOS;001002046000000.02-503.A.001002046000000.02-503;Passo Marcela Fabiana
001002046000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Lavalle;135;JUNTOS POR EL CAMBIO;001002046000000.135.A.001002046000000.135;Rodriguez Ponte, Jose Humberto
001002047000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Madariaga;02-503;FRENTE DE TODOS;001002047000000.02-503.A.001002047000000.02-503;Gonzalez Gabriel Dario
001002047000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Madariaga;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002047000000.133.A.001002047000000.133;Lago, Luciano Mateo
001002047000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Madariaga;135;JUNTOS POR EL CAMBIO;001002047000000.135.A.001002047000000.135;Santoro, Carlos Esteban
001002047000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Madariaga;137;CONSENSO FEDERAL;001002047000000.137.A.001002047000000.137;Arrachea Santiago Cesar
001002048000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Paz;02-503;FRENTE DE TODOS;001002048000000.02-503.A.001002048000000.02-503;Alvarez Juan Manuel
001002048000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Paz;135;JUNTOS POR EL CAMBIO;001002048000000.135.A.001002048000000.135;Tobio, Juan Ignacio *Rulo*
001002049000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Pinto;02-503;FRENTE DE TODOS;001002049000000.02-503.A.001002049000000.02-503;*Fredy* Zavatarelli
001002049000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Pinto;02-865;FRENTE PATRIOTA;001002049000000.02-865.A.001002049000000.02-865;Abalo Marta Elba
001002049000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Pinto;135;JUNTOS POR EL CAMBIO;001002049000000.135.A.001002049000000.135;Garcia, Daiana
001002050000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Pueyrredon;02-1911;FRENTE NOS;001002050000000.02-1911.A.001002050000000.02-1911;Zizmond, Marisa Adriana
001002050000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Pueyrredon;02-364;ACCION MARPLATENSE-AM;001002050000000.02-364.A.001002050000000.02-364;Pulti Gustavo Arnaldo
001002050000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Pueyrredon;02-503;FRENTE DE TODOS;001002050000000.02-503.A.001002050000000.02-503;Raverta Maria Fernanda
001002050000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Pueyrredon;02-752;AGRUPACION ATLANTICA;001002050000000.02-752.A.001002050000000.02-752;Arroyo Carlos Fernando
001002050000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Pueyrredon;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002050000000.133.A.001002050000000.133;Martinez Alejandro Juan
001002050000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Pueyrredon;135;JUNTOS POR EL CAMBIO;001002050000000.135.A.001002050000000.135;Montenegro, Guillermo Tristan
001002050000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral. Pueyrredon;137;CONSENSO FEDERAL;001002050000000.137.A.001002050000000.137;Bonifatti Santiago Jose
001002051000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Rodriguez;02-503;FRENTE DE TODOS;001002051000000.02-503.A.001002051000000.02-503;Garcia Mauro Santiago
001002051000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Rodriguez;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002051000000.133.A.001002051000000.133;Duarte Cristian Fernando Lujan
001002051000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Rodriguez;135;JUNTOS POR EL CAMBIO;001002051000000.135.A.001002051000000.135;Kubar, Dario Miguel
001002051000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Rodriguez;137;CONSENSO FEDERAL;001002051000000.137.A.001002051000000.137;Molina Alberto
001002052000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido General San Martin;02-1911;FRENTE NOS;001002052000000.02-1911.A.001002052000000.02-1911;Suarez Julio
001002052000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido General San Martin;02-503;FRENTE DE TODOS;001002052000000.02-503.A.001002052000000.02-503;Katopodis Gabriel Nicolas
001002052000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido General San Martin;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002052000000.133.A.001002052000000.133;La Spina, Gisela
001002052000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido General San Martin;135;JUNTOS POR EL CAMBIO;001002052000000.135.A.001002052000000.135;Lopez Medrano, Santiago
001002052000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido General San Martin;137;CONSENSO FEDERAL;001002052000000.137.A.001002052000000.137;Garcia Horacio Roberto
001002053000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Miguel;02-503;FRENTE DE TODOS;001002053000000.02-503.A.001002053000000.02-503;*Franco* La Porta
001002053000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Miguel;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002053000000.133.A.001002053000000.133;Ortega Marcelo Omar
001002053000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Miguel;135;JUNTOS POR EL CAMBIO;001002053000000.135.A.001002053000000.135;Mendez, Jaime
001002053000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Miguel;137;CONSENSO FEDERAL;001002053000000.137.A.001002053000000.137;Stabile Monica Patricia
001002054000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Viamonte;02-503;FRENTE DE TODOS;001002054000000.02-503.A.001002054000000.02-503;Martin Mauricio
001002054000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Viamonte;135;JUNTOS POR EL CAMBIO;001002054000000.135.A.001002054000000.135;Flexas, Franco Ariel
001002054000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Viamonte;137;CONSENSO FEDERAL;001002054000000.137.A.001002054000000.137;Casabone Carlos Roberto
001002055000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Villegas;02-503;FRENTE DE TODOS;001002055000000.02-503.A.001002055000000.02-503;Fernandez Maria Sol
001002055000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Gral Villegas;135;JUNTOS POR EL CAMBIO;001002055000000.135.A.001002055000000.135;Campana, Eduardo Lorenzo
001002056000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Adolfo Gonzales Chaves;02-440;UNION VECINAL DE ADOLFO GONZALES CHAVES;001002056000000.02-440.A.001002056000000.02-440;Tavieres Martin
001002056000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Adolfo Gonzales Chaves;02-503;FRENTE DE TODOS;001002056000000.02-503.A.001002056000000.02-503;Santillan Eduardo Marcelo
001002056000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Adolfo Gonzales Chaves;135;JUNTOS POR EL CAMBIO;001002056000000.135.A.001002056000000.135;Zubiri Maria Claudia
001002057000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Guamini;02-503;FRENTE DE TODOS;001002057000000.02-503.A.001002057000000.02-503;Nobre Ferreira, Jose Augusto
001002057000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Guamini;135;JUNTOS POR EL CAMBIO;001002057000000.135.A.001002057000000.135;Poehls Luis Martin
001002058000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Hipolito Yrigoyen;02-503;FRENTE DE TODOS;001002058000000.02-503.A.001002058000000.02-503;Pugnaloni Luis Ignacio
001002058000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Hipolito Yrigoyen;135;JUNTOS POR EL CAMBIO;001002058000000.135.A.001002058000000.135;Diez Roberto
001002059000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Juarez;02-503;FRENTE DE TODOS;001002059000000.02-503.A.001002059000000.02-503;Marini Julio Cesar
001002059000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Juarez;135;JUNTOS POR EL CAMBIO;001002059000000.135.A.001002059000000.135;Camio Juan Jose
001002059000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Juarez;137;CONSENSO FEDERAL;001002059000000.137.A.001002059000000.137;Negrete Laureano Cesar
001002060000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Junin;02-503;FRENTE DE TODOS;001002060000000.02-503.A.001002060000000.02-503;Meoni, Mario Andres
001002060000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Junin;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002060000000.133.A.001002060000000.133;Battaglino Laura Antonela
001002060000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Junin;135;JUNTOS POR EL CAMBIO;001002060000000.135.A.001002060000000.135;Petrecca, Pablo Alexis
001002060000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Junin;137;CONSENSO FEDERAL;001002060000000.137.A.001002060000000.137;Ruiz Diego Ramon
001002061000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Matanza;02-1911;FRENTE NOS;001002061000000.02-1911.A.001002061000000.02-1911;Martinez, Raul Fabian
001002061000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Matanza;02-503;FRENTE DE TODOS;001002061000000.02-503.A.001002061000000.02-503;Fernando Espinoza
001002061000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Matanza;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002061000000.133.A.001002061000000.133;Gonzalez Seligra, Nathalia Ines
001002061000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Matanza;135;JUNTOS POR EL CAMBIO;001002061000000.135.A.001002061000000.135;Finocchiaro, Alejandro Oscar
001002061000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Matanza;137;CONSENSO FEDERAL;001002061000000.137.A.001002061000000.137;Costieri Juan Carlos
001002062000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus;02-503;FRENTE DE TODOS;001002062000000.02-503.A.001002062000000.02-503;Depetri Edgardo Fernando
001002062000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002062000000.133.A.001002062000000.133;Vercellino Claudia Alejandra
001002062000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus;135;JUNTOS POR EL CAMBIO;001002062000000.135.A.001002062000000.135;Grindetti, Nestor Osvaldo
001002062000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lanus;137;CONSENSO FEDERAL;001002062000000.137.A.001002062000000.137;Taconi Walter Patricio
001002063000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata;02-1911;FRENTE NOS;001002063000000.02-1911.A.001002063000000.02-1911;Peña Marcelo Adrian
001002063000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata;02-503;FRENTE DE TODOS;001002063000000.02-503.A.001002063000000.02-503;Florencia, Saintout
001002063000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002063000000.133.A.001002063000000.133;Simioni Luana
001002063000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata;135;JUNTOS POR EL CAMBIO;001002063000000.135.A.001002063000000.135;Garro, Julio Cesar
001002063000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido La Plata;137;CONSENSO FEDERAL;001002063000000.137.A.001002063000000.137;Crespi Mario Gabriel
001002064000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Laprida;02-503;FRENTE DE TODOS;001002064000000.02-503.A.001002064000000.02-503;Torres, Pablo Jose
001002064000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Laprida;135;JUNTOS POR EL CAMBIO;001002064000000.135.A.001002064000000.135;Estrabeau, Mauro David
001002065000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Las Flores;02-503;FRENTE DE TODOS;001002065000000.02-503.A.001002065000000.02-503;Gelene Alberto Cesar
001002065000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Las Flores;135;JUNTOS POR EL CAMBIO;001002065000000.135.A.001002065000000.135;Alejandro, Federico German *Luky*
001002065000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Las Flores;137;CONSENSO FEDERAL;001002065000000.137.A.001002065000000.137;Elgue Mario Cesar
001002066000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Leandro N. Alem;02-503;FRENTE DE TODOS;001002066000000.02-503.A.001002066000000.02-503;Ferraris Carlos Martin
001002066000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Leandro N. Alem;135;JUNTOS POR EL CAMBIO;001002066000000.135.A.001002066000000.135;Quintana, Natalia
001002066000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Leandro N. Alem;137;CONSENSO FEDERAL;001002066000000.137.A.001002066000000.137;Dall Asta, Javier Angel
001002067000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lincoln;02-503;FRENTE DE TODOS;001002067000000.02-503.A.001002067000000.02-503;Siri, Luis Alfredo
001002067000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lincoln;135;JUNTOS POR EL CAMBIO;001002067000000.135.A.001002067000000.135;Serenal, Salvador Ignacio
001002067000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lincoln;137;CONSENSO FEDERAL;001002067000000.137.A.001002067000000.137;Salazar Walter Marcelo
001002068000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Loberia;02-503;FRENTE DE TODOS;001002068000000.02-503.A.001002068000000.02-503;Rodriguez Carlos Alberto
001002068000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Loberia;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002068000000.133.A.001002068000000.133;Barrionuevo Nestor Abel
001002068000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Loberia;135;JUNTOS POR EL CAMBIO;001002068000000.135.A.001002068000000.135;Fioramonti, Juan Jose
001002069000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lobos;02-1911;FRENTE NOS;001002069000000.02-1911.A.001002069000000.02-1911;Duarte, Julio Marcelo
001002069000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lobos;02-503;FRENTE DE TODOS;001002069000000.02-503.A.001002069000000.02-503;*Tacho* Sobrero
001002069000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lobos;02-868;AGRUPACIÓN MUNICIPAL PRIMERO LOBOS;001002069000000.02-868.A.001002069000000.02-868;Paskvan Daniel Federico
001002069000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lobos;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002069000000.133.A.001002069000000.133;Palazesi Agustin Ezequiel
001002069000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lobos;135;JUNTOS POR EL CAMBIO;001002069000000.135.A.001002069000000.135;Etcheverry, Jorge Oscar
001002070000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora;02-1911;FRENTE NOS;001002070000000.02-1911.A.001002070000000.02-1911;Aguilar, Manuel Roberto
001002070000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora;02-503;FRENTE DE TODOS;001002070000000.02-503.A.001002070000000.02-503;Insaurralde Martin
001002070000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002070000000.133.A.001002070000000.133;Pallarols Miguel Angel
001002070000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora;135;JUNTOS POR EL CAMBIO;001002070000000.135.A.001002070000000.135;Gabriel Osvaldo, Mercuri
001002070000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido L. de Zamora;137;CONSENSO FEDERAL;001002070000000.137.A.001002070000000.137;Amalvy Eduardo Luis
001002071000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan;02-503;FRENTE DE TODOS;001002071000000.02-503.A.001002071000000.02-503;*Leo* Boto
001002071000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan;02-884;SOMOS LUJAN;001002071000000.02-884.A.001002071000000.02-884;Juarez Juan Carlos
001002071000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002071000000.133.A.001002071000000.133;Cooper Daniela Ingrid
001002071000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan;135;JUNTOS POR EL CAMBIO;001002071000000.135.A.001002071000000.135;Casset Fernando Gabriel
001002071000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Lujan;137;CONSENSO FEDERAL;001002071000000.137.A.001002071000000.137;Musso Marcelo Luis
001002072000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Magdalena;02-503;FRENTE DE TODOS;001002072000000.02-503.A.001002072000000.02-503;Añaños Patricia Andrea
001002072000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Magdalena;135;JUNTOS POR EL CAMBIO;001002072000000.135.A.001002072000000.135;Peluso, Gonzalo Martin
001002072000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Magdalena;137;CONSENSO FEDERAL;001002072000000.137.A.001002072000000.137;Perez Felix Vicente
001002073000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Maipu;02-503;FRENTE DE TODOS;001002073000000.02-503.A.001002073000000.02-503;Coudannes, Carlos Facundo
001002073000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Maipu;135;JUNTOS POR EL CAMBIO;001002073000000.135.A.001002073000000.135;Rappallini, Matias
001002074000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Mar Chiquita;02-503;FRENTE DE TODOS;001002074000000.02-503.A.001002074000000.02-503;Paredi Jorge Alberto
001002074000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Mar Chiquita;02-888;UNIDAD Y ACCION POR MAR CHIQUITA;001002074000000.02-888.A.001002074000000.02-888;Mendez Pablo Manuel
001002074000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Mar Chiquita;135;JUNTOS POR EL CAMBIO;001002074000000.135.A.001002074000000.135;Ronda, Carlos Alberto
001002074000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Mar Chiquita;137;CONSENSO FEDERAL;001002074000000.137.A.001002074000000.137;Duran Martires Rodrigo
001002075000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Marcos Paz;02-503;FRENTE DE TODOS;001002075000000.02-503.A.001002075000000.02-503;Curutchet, Ricardo Pedro
001002075000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Marcos Paz;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002075000000.133.A.001002075000000.133;Medina Fernando Damián
001002075000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Marcos Paz;135;JUNTOS POR EL CAMBIO;001002075000000.135.A.001002075000000.135;Arboledas, Anabel Pilar
001002075000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Marcos Paz;137;CONSENSO FEDERAL;001002075000000.137.A.001002075000000.137;Gonzalez Osvaldo Angel
001002076000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Mercedes;02-503;FRENTE DE TODOS;001002076000000.02-503.A.001002076000000.02-503;Ustarroz Juan Ignacio *Juani*
001002076000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Mercedes;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002076000000.133.A.001002076000000.133;Demarco Pablo Nicolás
001002076000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Mercedes;135;JUNTOS POR EL CAMBIO;001002076000000.135.A.001002076000000.135;De Paola, Julia Elena
